Port Number,Service Name,Transport Protocol,Description,Source,System Type
18516,heythings,"tcp, udp",HeyThings Device communicate service,IANA,IT
18634,rds-ib,"tcp, udp",Reliable Datagram Service,IANA,IT
18635,rds-ip,"tcp, udp",Reliable Datagram Service over IP,IANA,IT
18668,"vdmmesh-disc, vdmmesh","tcp, udp",Manufacturing Execution Systems Mesh Communication,IANA,IT
18769,ique,"tcp, udp",IQue Protocol,IANA,IT
18881,infotos,"tcp, udp",Infotos,IANA,IT
18888,apc-necmp,"tcp, udp",APCNECMP,IANA,IT
19000,igrid,"tcp, udp",iGrid Server,IANA,IT
19007,scintilla,"tcp, udp",Scintilla protocol for device services,IANA,IT
19020,j-link,"tcp, udp",J-Link TCP/IP Protocol,IANA,IT
19191,opsec-uaa,"tcp, udp",OPSEC UAA,IANA,IT
19194,ua-secureagent,"tcp, udp",UserAuthority SecureAgent,IANA,IT
19220,"cora, cora-disc","tcp, udp","Client Connection Management and Data Exchange Service, Discovery for Client Connection Management and Data Exchange Service",IANA,IT
19283,keysrvr,"tcp, udp",Key Server for SASSAFRAS,IANA,IT
19315,keyshadow,"tcp, udp",Key Shadow for SASSAFRAS,IANA,IT
19398,mtrgtrans,"tcp, udp",mtrgtrans,IANA,IT
19410,hp-sco,"tcp, udp",hp-sco,IANA,IT
19411,hp-sca,"tcp, udp",hp-sca,IANA,IT
19412,hp-sessmon,"tcp, udp",HP-SESSMON,IANA,IT
19539,fxuptp,"tcp, udp",FXUPTP,IANA,IT
19540,sxuptp,"tcp, udp",SXUPTP,IANA,IT
19541,jcp,"tcp, udp",JCP Client,IANA,IT
19788,mle,"tcp, udp",Mesh Link Establishment,IANA,IT
19790,faircom-db,"tcp, udp",FairCom Database,IANA,IT
19998,iec-104-sec,"tcp, udp",IEC 60870-5-104 process control - secure,IANA,IT
19999,dnp-sec,"sctp, tcp, udp","Distributed Network Protocol - secured, Distributed Network Protocol - Secure",IANA,IT
20000,DNP3,"sctp, tcp, udp","DNP, Distributed Network Protocol",IANA,ICS
20001,microsan,"tcp, udp",MicroSAN,IANA,IT
20002,commtact-http,"tcp, udp",Commtact HTTP,IANA,IT
20003,commtact-https,"tcp, udp",Commtact HTTPS,IANA,IT
20005,openwebnet,"tcp, udp",OpenWebNet protocol for electric network,IANA,IT
20012,ss-idi-disc,"tcp, udp",Samsung Interdevice Interaction discovery,IANA,IT
20013,ss-idi,"tcp, udp",Samsung Interdevice Interaction,IANA,IT
20014,opendeploy,"tcp, udp",OpenDeploy Listener,IANA,IT
20034,"nburn-id, nburn_id","tcp, udp","NetBurner ID Port
IANA assigned this well-formed service name as a replacement for ""nburn_id""., NetBurner ID Port",IANA,IT
20046,tmophl7mts,"tcp, udp",TMOP HL7 Message Transfer Service,IANA,IT
20048,mountd,"tcp, udp",NFS mount protocol,IANA,IT
20049,nfsrdma,"sctp, tcp, udp",Network File System (NFS) over RDMA,IANA,IT
20057,avesterra,"tcp, udp",AvesTerra Hypergraph Transfer Protocol (HGTP),IANA,IT
20167,tolfab,"tcp, udp",TOLfab Data Change,IANA,IT
20202,ipdtp-port,"tcp, udp",IPD Tunneling Port,IANA,IT
20222,ipulse-ics,"tcp, udp",iPulse-ICS,IANA,IT
20480,emwavemsg,"tcp, udp",emWave Message Service,IANA,IT
20670,track,"tcp, udp",Track,IANA,IT
20810,crtech-nlm,"tcp, udp",CRTech NLM,IANA,IT
20999,athand-mmp,"tcp, udp","At Hand MMP, AT Hand MMP",IANA,IT
21000,irtrans,"tcp, udp",IRTrans Control,IANA,IT
21010,notezilla-lan,"tcp, udp",Notezilla.Lan Server,IANA,IT
21212,trinket-agent,"tcp, udp",Distributed artificial intelligence,IANA,IT
21213,cohesity-agent,"tcp, udp",Cohesity backup agents,IANA,IT
21221,aigairserver,"tcp, udp",Services for Air Server,IANA,IT
21553,rdm-tfs,"tcp, udp",Raima RDM TFS,IANA,IT
21554,dfserver,"tcp, udp",MineScape Design File Server,IANA,IT
21590,vofr-gateway,"tcp, udp",VoFR Gateway,IANA,IT
21800,tvpm,"tcp, udp",TVNC Pro Multiplexing,IANA,IT
21801,sal,tcp,Safe AutoLogon,IANA,IT
21845,webphone,"tcp, udp",webphone,IANA,IT
21846,netspeak-is,"tcp, udp",NetSpeak Corp. Directory Services,IANA,IT
21847,netspeak-cs,"tcp, udp",NetSpeak Corp. Connection Services,IANA,IT
21848,netspeak-acd,"tcp, udp",NetSpeak Corp. Automatic Call Distribution,IANA,IT
21849,netspeak-cps,"tcp, udp",NetSpeak Corp. Credit Processing System,IANA,IT
22000,snapenetio,"tcp, udp",SNAPenetIO,IANA,IT
22001,optocontrol,"tcp, udp",OptoControl,IANA,IT
22002,optohost002,"tcp, udp",Opto Host Port 2,IANA,IT
22003,optohost003,"tcp, udp",Opto Host Port 3,IANA,IT
22004,optohost004,"tcp, udp",Opto Host Port 4,IANA,IT
22005,optohost004,"tcp, udp",Opto Host Port 5,IANA,IT
22125,dcap,"tcp, udp",dCache Access Protocol,IANA,IT
22128,gsidcap,"tcp, udp",GSI dCache Access Protocol,IANA,IT
22222,easyengine,"tcp, udp",EasyEngine is CLI tool to manage WordPress Sites on Nginx server,IANA,IT
22273,wnn6,"tcp, udp",wnn6,IANA,IT
22305,cis,"tcp, udp",CompactIS Tunnel,IANA,IT
22333,showcockpit-net,"tcp, udp",ShowCockpit Networking,IANA,IT
22335,"shrewd-control, shrewd-stream","tcp, udp","Initium Labs Security and Automation Streaming, Initium Labs Security and Automation Control",IANA,IT
22343,cis-secure,"tcp, udp",CompactIS Secure Tunnel,IANA,IT
22347,wibukey,"tcp, udp",WibuKey Standard WkLan,IANA,IT
22350,codemeter,"tcp, udp",CodeMeter Standard,IANA,IT
22351,codemeter-cmwan,"tcp, udp",TPC/IP requests of copy protection software to a server,IANA,IT
22537,caldsoft-backup,"tcp, udp",CaldSoft Backup server file transfer,IANA,IT
22555,"vocaltec-wconf, vocaltec-phone","tcp, udp","Vocaltec Internet Phone, Vocaltec Web Conference",IANA,IT
22763,talikaserver,"tcp, udp",Talika Main Server,IANA,IT
22800,aws-brf,"tcp, udp",Telerate Information Platform LAN,IANA,IT
22951,brf-gw,"tcp, udp",Telerate Information Platform WAN,IANA,IT
23000,inovaport1,"tcp, udp",Inova LightLink Server Type 1,IANA,IT
23001,inovaport2,"tcp, udp",Inova LightLink Server Type 2,IANA,IT
23002,inovaport3,"tcp, udp",Inova LightLink Server Type 3,IANA,IT
23003,inovaport4,"tcp, udp",Inova LightLink Server Type 4,IANA,IT
23004,inovaport5,"tcp, udp",Inova LightLink Server Type 5,IANA,IT
23005,inovaport6,"tcp, udp",Inova LightLink Server Type 6,IANA,IT
23053,gntp,"tcp, udp",Generic Notification Transport Protocol,IANA,IT
23272,s102,"tcp, udp",S102 application,IANA,IT
23294,"5afe-disc, 5afe-dir","tcp, udp","5AFE SDN Directory, 5AFE SDN Directory discovery",IANA,IT
23333,elxmgmt,"tcp, udp",Emulex HBAnyware Remote Management,IANA,IT
23400,novar-dbase,"tcp, udp",Novar Data,IANA,IT
23401,novar-alarm,"tcp, udp",Novar Alarm,IANA,IT
23402,novar-global,"tcp, udp",Novar Global,IANA,IT
23456,aequus,"tcp, udp",Aequus Service,IANA,IT
23457,aequus-alt,"tcp, udp",Aequus Service Mgmt,IANA,IT
23546,areaguard-neo,"tcp, udp",AreaGuard Neo - WebServer,IANA,IT
24000,med-ltp,"tcp, udp",med-ltp,IANA,IT
24001,med-fsp-rx,"tcp, udp",med-fsp-rx,IANA,IT
24002,med-fsp-tx,"tcp, udp",med-fsp-tx,IANA,IT
24003,med-supp,"tcp, udp",med-supp,IANA,IT
24004,med-ovw,"tcp, udp",med-ovw,IANA,IT
24005,med-ci,"tcp, udp",med-ci,IANA,IT
24006,med-net-svc,"tcp, udp",med-net-svc,IANA,IT
24242,filesphere,"tcp, udp",fileSphere,IANA,IT
24249,vista-4gl,"tcp, udp",Vista 4GL,IANA,IT
24321,ild,"tcp, udp",Isolv Local Directory,IANA,IT
24322,hid,"tcp, udp",Transport of Human Interface Device data streams,IANA,IT
24323,vrmg-ip,"tcp, udp",Verimag mobile class protocol over TCP,IANA,IT
24386,"intel-rci, intel_rci","tcp, udp","Intel RCI
IANA assigned this well-formed service name as a replacement for ""intel_rci""., Intel RCI",IANA,IT
24465,tonidods,"tcp, udp",Tonido Domain Server,IANA,IT
24554,binkp,"tcp, udp",BINKP,IANA,IT
24577,"bilobit, bilobit-update","tcp, udp","bilobit Service, bilobit Service Update",IANA,IT
24666,sdtvwcam,"tcp, udp",Service used by SmarDTV to communicate between a CAM and a second screen application,IANA,IT
24676,canditv,"tcp, udp",Canditv Message Service,IANA,IT
24677,flashfiler,"tcp, udp",FlashFiler,IANA,IT
24678,proactivate,"tcp, udp",Turbopower Proactivate,IANA,IT
24680,tcc-http,"tcp, udp",TCC User HTTP Service,IANA,IT
24754,cslg,"tcp, udp",Citrix StorageLink Gateway,IANA,IT
24850,assoc-disc,"tcp, udp",Device Association Discovery,IANA,IT
24922,find,"tcp, udp",Find Identification of Network Devices,IANA,IT
25000,icl-twobase1,"tcp, udp",icl-twobase1,IANA,IT
25001,icl-twobase2,"tcp, udp",icl-twobase2,IANA,IT
25002,icl-twobase3,"tcp, udp",icl-twobase3,IANA,IT
25003,icl-twobase4,"tcp, udp",icl-twobase4,IANA,IT
25004,icl-twobase5,"tcp, udp",icl-twobase5,IANA,IT
25005,icl-twobase6,"tcp, udp",icl-twobase6,IANA,IT
25006,icl-twobase7,"tcp, udp",icl-twobase7,IANA,IT
25007,icl-twobase8,"tcp, udp",icl-twobase8,IANA,IT
25008,icl-twobase9,"tcp, udp",icl-twobase9,IANA,IT
25009,icl-twobase10,"tcp, udp",icl-twobase10,IANA,IT
25100,db2c-tls,"tcp, udp",IBM Db2 Client Interface - Encrypted,IANA,IT
25471,rna,sctp,RNSAP User Adaptation for Iurh,IANA,IT
25576,sauterdongle,"tcp, udp",Sauter Dongle,IANA,IT
25604,idtp,"tcp, udp",Identifier Tracing Protocol,IANA,IT
25793,vocaltec-hos,"tcp, udp",Vocaltec Address Server,IANA,IT
25900,tasp-net,"tcp, udp",TASP Network Comm,IANA,IT
25901,niobserver,"tcp, udp",NIObserver,IANA,IT
25902,nilinkanalyst,"tcp, udp",NILinkAnalyst,IANA,IT
25903,niprobe,"tcp, udp",NIProbe,IANA,IT
25954,bf-game,"tcp, udp",Bitfighter game server,IANA,IT
25955,bf-master,"tcp, udp",Bitfighter master server,IANA,IT
26000,quake,"tcp, udp",quake,IANA,IT
26133,scscp,"tcp, udp",Symbolic Computation Software Composability Protocol,IANA,IT
26208,wnn6-ds,"tcp, udp",wnn6-ds,IANA,IT
26257,cockroach,"tcp, udp",CockroachDB,IANA,IT
26260,ezproxy,"tcp, udp",eZproxy,IANA,IT
26261,ezmeeting,"tcp, udp",eZmeeting,IANA,IT
26262,k3software-svr,"tcp, udp",K3 Software-Server,IANA,IT
26263,k3software-cli,"tcp, udp",K3 Software-Client,IANA,IT
26486,"exoline-tcp, exoline-udp","tcp, udp","EXOline-UDP, EXOline-TCP",IANA,IT
26487,exoconfig,"tcp, udp",EXOconfig,IANA,IT
26489,exonet,"tcp, udp",EXOnet,IANA,IT
27000,flex-lm,,FLEX LM (1-10),IANA,IT
27001,flex-lm,,FLEX LM (1-10),IANA,IT
27002,flex-lm,,FLEX LM (1-10),IANA,IT
27003,flex-lm,,FLEX LM (1-10),IANA,IT
27004,flex-lm,,FLEX LM (1-10),IANA,IT
27005,flex-lm,,FLEX LM (1-10),IANA,IT
27006,flex-lm,,FLEX LM (1-10),IANA,IT
27007,flex-lm,,FLEX LM (1-10),IANA,IT
27008,flex-lm,,FLEX LM (1-10),IANA,IT
27009,flex-lm,,FLEX LM (1-10),IANA,IT
27010,flex-lmadmin,"tcp, udp",A protocol for managing license services,IANA,IT
27016,chlenix,"tcp, udp",Cloud hosting environment network,IANA,IT
27017,mongodb,"tcp, udp",Mongo database system,IANA,IT
27018,,,Unassigned,IANA,IT
27019,,,Unassigned,IANA,IT
27020,,,Unassigned,IANA,IT
27021,,,Unassigned,IANA,IT
27022,,,Unassigned,IANA,IT
27023,,,Unassigned,IANA,IT
27024,,,Unassigned,IANA,IT
27025,,,Unassigned,IANA,IT
27026,,,Unassigned,IANA,IT
27027,,,Unassigned,IANA,IT
27028,,,Unassigned,IANA,IT
27029,,,Unassigned,IANA,IT
27030,,,Unassigned,IANA,IT
27031,,,Unassigned,IANA,IT
27032,,,Unassigned,IANA,IT
27033,,,Unassigned,IANA,IT
27034,,,Unassigned,IANA,IT
27035,,,Unassigned,IANA,IT
27036,,,Unassigned,IANA,IT
27037,,,Unassigned,IANA,IT
27038,,,Unassigned,IANA,IT
27039,,,Unassigned,IANA,IT
27040,,,Unassigned,IANA,IT
27041,,,Unassigned,IANA,IT
27042,,,Unassigned,IANA,IT
27043,,,Unassigned,IANA,IT
27044,,,Unassigned,IANA,IT
27045,,,Unassigned,IANA,IT
27046,,,Unassigned,IANA,IT
27047,,,Unassigned,IANA,IT
27048,,,Unassigned,IANA,IT
27049,,,Unassigned,IANA,IT
27050,,,Unassigned,IANA,IT
27051,,,Unassigned,IANA,IT
27052,,,Unassigned,IANA,IT
27053,,,Unassigned,IANA,IT
27054,,,Unassigned,IANA,IT
27055,,,Unassigned,IANA,IT
27056,,,Unassigned,IANA,IT
27057,,,Unassigned,IANA,IT
27058,,,Unassigned,IANA,IT
27059,,,Unassigned,IANA,IT
27060,,,Unassigned,IANA,IT
27061,,,Unassigned,IANA,IT
27062,,,Unassigned,IANA,IT
27063,,,Unassigned,IANA,IT
27064,,,Unassigned,IANA,IT
27065,,,Unassigned,IANA,IT
27066,,,Unassigned,IANA,IT
27067,,,Unassigned,IANA,IT
27068,,,Unassigned,IANA,IT
27069,,,Unassigned,IANA,IT
27070,,,Unassigned,IANA,IT
27071,,,Unassigned,IANA,IT
27072,,,Unassigned,IANA,IT
27073,,,Unassigned,IANA,IT
27074,,,Unassigned,IANA,IT
27075,,,Unassigned,IANA,IT
27076,,,Unassigned,IANA,IT
27077,,,Unassigned,IANA,IT
27078,,,Unassigned,IANA,IT
27079,,,Unassigned,IANA,IT
27080,,,Unassigned,IANA,IT
27081,,,Unassigned,IANA,IT
27082,,,Unassigned,IANA,IT
27083,,,Unassigned,IANA,IT
27084,,,Unassigned,IANA,IT
27085,,,Unassigned,IANA,IT
27086,,,Unassigned,IANA,IT
27087,,,Unassigned,IANA,IT
27088,,,Unassigned,IANA,IT
27089,,,Unassigned,IANA,IT
27090,,,Unassigned,IANA,IT
27091,,,Unassigned,IANA,IT
27092,,,Unassigned,IANA,IT
27093,,,Unassigned,IANA,IT
27094,,,Unassigned,IANA,IT
27095,,,Unassigned,IANA,IT
27096,,,Unassigned,IANA,IT
27097,,,Unassigned,IANA,IT
27098,,,Unassigned,IANA,IT
27099,,,Unassigned,IANA,IT
27100,,,Unassigned,IANA,IT
27101,,,Unassigned,IANA,IT
27102,,,Unassigned,IANA,IT
27103,,,Unassigned,IANA,IT
27104,,,Unassigned,IANA,IT
27105,,,Unassigned,IANA,IT
27106,,,Unassigned,IANA,IT
27107,,,Unassigned,IANA,IT
27108,,,Unassigned,IANA,IT
27109,,,Unassigned,IANA,IT
27110,,,Unassigned,IANA,IT
27111,,,Unassigned,IANA,IT
27112,,,Unassigned,IANA,IT
27113,,,Unassigned,IANA,IT
27114,,,Unassigned,IANA,IT
27115,,,Unassigned,IANA,IT
27116,,,Unassigned,IANA,IT
27117,,,Unassigned,IANA,IT
27118,,,Unassigned,IANA,IT
27119,,,Unassigned,IANA,IT
27120,,,Unassigned,IANA,IT
27121,,,Unassigned,IANA,IT
27122,,,Unassigned,IANA,IT
27123,,,Unassigned,IANA,IT
27124,,,Unassigned,IANA,IT
27125,,,Unassigned,IANA,IT
27126,,,Unassigned,IANA,IT
27127,,,Unassigned,IANA,IT
27128,,,Unassigned,IANA,IT
27129,,,Unassigned,IANA,IT
27130,,,Unassigned,IANA,IT
27131,,,Unassigned,IANA,IT
27132,,,Unassigned,IANA,IT
27133,,,Unassigned,IANA,IT
27134,,,Unassigned,IANA,IT
27135,,,Unassigned,IANA,IT
27136,,,Unassigned,IANA,IT
27137,,,Unassigned,IANA,IT
27138,,,Unassigned,IANA,IT
27139,,,Unassigned,IANA,IT
27140,,,Unassigned,IANA,IT
27141,,,Unassigned,IANA,IT
27142,,,Unassigned,IANA,IT
27143,,,Unassigned,IANA,IT
27144,,,Unassigned,IANA,IT
27145,,,Unassigned,IANA,IT
27146,,,Unassigned,IANA,IT
27147,,,Unassigned,IANA,IT
27148,,,Unassigned,IANA,IT
27149,,,Unassigned,IANA,IT
27150,,,Unassigned,IANA,IT
27151,,,Unassigned,IANA,IT
27152,,,Unassigned,IANA,IT
27153,,,Unassigned,IANA,IT
27154,,,Unassigned,IANA,IT
27155,,,Unassigned,IANA,IT
27156,,,Unassigned,IANA,IT
27157,,,Unassigned,IANA,IT
27158,,,Unassigned,IANA,IT
27159,,,Unassigned,IANA,IT
27160,,,Unassigned,IANA,IT
27161,,,Unassigned,IANA,IT
27162,,,Unassigned,IANA,IT
27163,,,Unassigned,IANA,IT
27164,,,Unassigned,IANA,IT
27165,,,Unassigned,IANA,IT
27166,,,Unassigned,IANA,IT
27167,,,Unassigned,IANA,IT
27168,,,Unassigned,IANA,IT
27169,,,Unassigned,IANA,IT
27170,,,Unassigned,IANA,IT
27171,,,Unassigned,IANA,IT
27172,,,Unassigned,IANA,IT
27173,,,Unassigned,IANA,IT
27174,,,Unassigned,IANA,IT
27175,,,Unassigned,IANA,IT
27176,,,Unassigned,IANA,IT
27177,,,Unassigned,IANA,IT
27178,,,Unassigned,IANA,IT
27179,,,Unassigned,IANA,IT
27180,,,Unassigned,IANA,IT
27181,,,Unassigned,IANA,IT
27182,,,Unassigned,IANA,IT
27183,,,Unassigned,IANA,IT
27184,,,Unassigned,IANA,IT
27185,,,Unassigned,IANA,IT
27186,,,Unassigned,IANA,IT
27187,,,Unassigned,IANA,IT
27188,,,Unassigned,IANA,IT
27189,,,Unassigned,IANA,IT
27190,,,Unassigned,IANA,IT
27191,,,Unassigned,IANA,IT
27192,,,Unassigned,IANA,IT
27193,,,Unassigned,IANA,IT
27194,,,Unassigned,IANA,IT
27195,,,Unassigned,IANA,IT
27196,,,Unassigned,IANA,IT
27197,,,Unassigned,IANA,IT
27198,,,Unassigned,IANA,IT
27199,,,Unassigned,IANA,IT
27200,,,Unassigned,IANA,IT
27201,,,Unassigned,IANA,IT
27202,,,Unassigned,IANA,IT
27203,,,Unassigned,IANA,IT
27204,,,Unassigned,IANA,IT
27205,,,Unassigned,IANA,IT
27206,,,Unassigned,IANA,IT
27207,,,Unassigned,IANA,IT
27208,,,Unassigned,IANA,IT
27209,,,Unassigned,IANA,IT
27210,,,Unassigned,IANA,IT
27211,,,Unassigned,IANA,IT
27212,,,Unassigned,IANA,IT
27213,,,Unassigned,IANA,IT
27214,,,Unassigned,IANA,IT
27215,,,Unassigned,IANA,IT
27216,,,Unassigned,IANA,IT
27217,,,Unassigned,IANA,IT
27218,,,Unassigned,IANA,IT
27219,,,Unassigned,IANA,IT
27220,,,Unassigned,IANA,IT
27221,,,Unassigned,IANA,IT
27222,,,Unassigned,IANA,IT
27223,,,Unassigned,IANA,IT
27224,,,Unassigned,IANA,IT
27225,,,Unassigned,IANA,IT
27226,,,Unassigned,IANA,IT
27227,,,Unassigned,IANA,IT
27228,,,Unassigned,IANA,IT
27229,,,Unassigned,IANA,IT
27230,,,Unassigned,IANA,IT
27231,,,Unassigned,IANA,IT
27232,,,Unassigned,IANA,IT
27233,,,Unassigned,IANA,IT
27234,,,Unassigned,IANA,IT
27235,,,Unassigned,IANA,IT
27236,,,Unassigned,IANA,IT
27237,,,Unassigned,IANA,IT
27238,,,Unassigned,IANA,IT
27239,,,Unassigned,IANA,IT
27240,,,Unassigned,IANA,IT
27241,,,Unassigned,IANA,IT
27242,,,Unassigned,IANA,IT
27243,,,Unassigned,IANA,IT
27244,,,Unassigned,IANA,IT
27245,,,Unassigned,IANA,IT
27246,,,Unassigned,IANA,IT
27247,,,Unassigned,IANA,IT
27248,,,Unassigned,IANA,IT
27249,,,Unassigned,IANA,IT
27250,,,Unassigned,IANA,IT
27251,,,Unassigned,IANA,IT
27252,,,Unassigned,IANA,IT
27253,,,Unassigned,IANA,IT
27254,,,Unassigned,IANA,IT
27255,,,Unassigned,IANA,IT
27256,,,Unassigned,IANA,IT
27257,,,Unassigned,IANA,IT
27258,,,Unassigned,IANA,IT
27259,,,Unassigned,IANA,IT
27260,,,Unassigned,IANA,IT
27261,,,Unassigned,IANA,IT
27262,,,Unassigned,IANA,IT
27263,,,Unassigned,IANA,IT
27264,,,Unassigned,IANA,IT
27265,,,Unassigned,IANA,IT
27266,,,Unassigned,IANA,IT
27267,,,Unassigned,IANA,IT
27268,,,Unassigned,IANA,IT
27269,,,Unassigned,IANA,IT
27270,,,Unassigned,IANA,IT
27271,,,Unassigned,IANA,IT
27272,,,Unassigned,IANA,IT
27273,,,Unassigned,IANA,IT
27274,,,Unassigned,IANA,IT
27275,,,Unassigned,IANA,IT
27276,,,Unassigned,IANA,IT
27277,,,Unassigned,IANA,IT
27278,,,Unassigned,IANA,IT
27279,,,Unassigned,IANA,IT
27280,,,Unassigned,IANA,IT
27281,,,Unassigned,IANA,IT
27282,,,Unassigned,IANA,IT
27283,,,Unassigned,IANA,IT
27284,,,Unassigned,IANA,IT
27285,,,Unassigned,IANA,IT
27286,,,Unassigned,IANA,IT
27287,,,Unassigned,IANA,IT
27288,,,Unassigned,IANA,IT
27289,,,Unassigned,IANA,IT
27290,,,Unassigned,IANA,IT
27291,,,Unassigned,IANA,IT
27292,,,Unassigned,IANA,IT
27293,,,Unassigned,IANA,IT
27294,,,Unassigned,IANA,IT
27295,,,Unassigned,IANA,IT
27296,,,Unassigned,IANA,IT
27297,,,Unassigned,IANA,IT
27298,,,Unassigned,IANA,IT
27299,,,Unassigned,IANA,IT
27300,,,Unassigned,IANA,IT
27301,,,Unassigned,IANA,IT
27302,,,Unassigned,IANA,IT
27303,,,Unassigned,IANA,IT
27304,,,Unassigned,IANA,IT
27305,,,Unassigned,IANA,IT
27306,,,Unassigned,IANA,IT
27307,,,Unassigned,IANA,IT
27308,,,Unassigned,IANA,IT
27309,,,Unassigned,IANA,IT
27310,,,Unassigned,IANA,IT
27311,,,Unassigned,IANA,IT
27312,,,Unassigned,IANA,IT
27313,,,Unassigned,IANA,IT
27314,,,Unassigned,IANA,IT
27315,,,Unassigned,IANA,IT
27316,,,Unassigned,IANA,IT
27317,,,Unassigned,IANA,IT
27318,,,Unassigned,IANA,IT
27319,,,Unassigned,IANA,IT
27320,,,Unassigned,IANA,IT
27321,,,Unassigned,IANA,IT
27322,,,Unassigned,IANA,IT
27323,,,Unassigned,IANA,IT
27324,,,Unassigned,IANA,IT
27325,,,Unassigned,IANA,IT
27326,,,Unassigned,IANA,IT
27327,,,Unassigned,IANA,IT
27328,,,Unassigned,IANA,IT
27329,,,Unassigned,IANA,IT
27330,,,Unassigned,IANA,IT
27331,,,Unassigned,IANA,IT
27332,,,Unassigned,IANA,IT
27333,,,Unassigned,IANA,IT
27334,,,Unassigned,IANA,IT
27335,,,Unassigned,IANA,IT
27336,,,Unassigned,IANA,IT
27337,,,Unassigned,IANA,IT
27338,,,Unassigned,IANA,IT
27339,,,Unassigned,IANA,IT
27340,,,Unassigned,IANA,IT
27341,,,Unassigned,IANA,IT
27342,,,Unassigned,IANA,IT
27343,,,Unassigned,IANA,IT
27344,,,Unassigned,IANA,IT
27345,imagepump,"tcp, udp",ImagePump,IANA,IT
27442,jesmsjc,"tcp, udp",Job controller service,IANA,IT
27504,kopek-httphead,"tcp, udp",Kopek HTTP Head Port,IANA,IT
27782,ars-vista,"tcp, udp",ARS VISTA Application,IANA,IT
27876,astrolink,"tcp, udp",Astrolink Protocol,IANA,IT
27999,tw-auth-key,"tcp, udp","Attribute Certificate Services, TW Authentication/Key Distribution and",IANA,IT
28000,nxlmd,"tcp, udp",NX License Manager,IANA,IT
28001,pqsp,"tcp, udp",PQ Service,IANA,IT
28010,gruber-cashreg,"tcp, udp",Gruber cash registry protocol,IANA,IT
28011,,,Unassigned,IANA,IT
28012,,,Unassigned,IANA,IT
28013,,,Unassigned,IANA,IT
28014,,,Unassigned,IANA,IT
28015,,,Unassigned,IANA,IT
28016,,,Unassigned,IANA,IT
28017,,,Unassigned,IANA,IT
28018,,,Unassigned,IANA,IT
28019,,,Unassigned,IANA,IT
28020,,,Unassigned,IANA,IT
28021,,,Unassigned,IANA,IT
28022,,,Unassigned,IANA,IT
28023,,,Unassigned,IANA,IT
28024,,,Unassigned,IANA,IT
28025,,,Unassigned,IANA,IT
28026,,,Unassigned,IANA,IT
28027,,,Unassigned,IANA,IT
28028,,,Unassigned,IANA,IT
28029,,,Unassigned,IANA,IT
28030,,,Unassigned,IANA,IT
28031,,,Unassigned,IANA,IT
28032,,,Unassigned,IANA,IT
28033,,,Unassigned,IANA,IT
28034,,,Unassigned,IANA,IT
28035,,,Unassigned,IANA,IT
28036,,,Unassigned,IANA,IT
28037,,,Unassigned,IANA,IT
28038,,,Unassigned,IANA,IT
28039,,,Unassigned,IANA,IT
28040,,,Unassigned,IANA,IT
28041,,,Unassigned,IANA,IT
28042,,,Unassigned,IANA,IT
28043,,,Unassigned,IANA,IT
28044,,,Unassigned,IANA,IT
28045,,,Unassigned,IANA,IT
28046,,,Unassigned,IANA,IT
28047,,,Unassigned,IANA,IT
28048,,,Unassigned,IANA,IT
28049,,,Unassigned,IANA,IT
28050,,,Unassigned,IANA,IT
28051,,,Unassigned,IANA,IT
28052,,,Unassigned,IANA,IT
28053,,,Unassigned,IANA,IT
28054,,,Unassigned,IANA,IT
28055,,,Unassigned,IANA,IT
28056,,,Unassigned,IANA,IT
28057,,,Unassigned,IANA,IT
28058,,,Unassigned,IANA,IT
28059,,,Unassigned,IANA,IT
28060,,,Unassigned,IANA,IT
28061,,,Unassigned,IANA,IT
28062,,,Unassigned,IANA,IT
28063,,,Unassigned,IANA,IT
28064,,,Unassigned,IANA,IT
28065,,,Unassigned,IANA,IT
28066,,,Unassigned,IANA,IT
28067,,,Unassigned,IANA,IT
28068,,,Unassigned,IANA,IT
28069,,,Unassigned,IANA,IT
28070,,,Unassigned,IANA,IT
28071,,,Unassigned,IANA,IT
28072,,,Unassigned,IANA,IT
28073,,,Unassigned,IANA,IT
28074,,,Unassigned,IANA,IT
28075,,,Unassigned,IANA,IT
28076,,,Unassigned,IANA,IT
28077,,,Unassigned,IANA,IT
28078,,,Unassigned,IANA,IT
28079,,,Unassigned,IANA,IT
28080,thor-engine,"tcp, udp",thor/server - ML engine,IANA,IT
28119,a27-ran-ran,"tcp, udp",A27 cdma2000 RAN Management,IANA,IT
28200,voxelstorm,"tcp, udp",VoxelStorm game server,IANA,IT
28240,siemensgsm,"tcp, udp",Siemens GSM,IANA,IT
28589,bosswave,"tcp, udp",Building operating system services wide area verified exchange,IANA,IT
29000,saltd-licensing,"tcp, udp",Siemens Licensing Server,IANA,IT
29118,sgsap,"sctp, tcp, udp",SGsAP in 3GPP,IANA,IT
29167,otmp,"tcp, udp",ObTools Message Protocol,IANA,IT
